Sampling_date,Waterbody,AMP_ID,Common_Name,Species_Name,Length_cm,Sampling_Notes,DNA_concentration_ng/?l,Extracted_by,Extraction_date_YYMMDD,Extraction_notes,DNA_concentration_2nd_nanodrop,DNA_concentration_2nd_extraction_ng/?l ,Extracted_by,Extraction_date_DDMMYY,DNA_concentration_3rd_extraction_ng/ul ,Extracted_by,Extraction_date_DDMMYY,Notes,Final_extraction_concentration,Final_extraction_by
28-Jul,Irvine_Creek,AMP22_0769,River_Chub,Nocomis micropogon,13.4,In bag,121,Amanda,2022-10-03,,44.36,,,,,,,,44.36,Amanda
28-Jul,Irvine_Creek,AMP22_0770,River_Chub,Nocomis micropogon,7,,158,Amanda,2022-10-03,,15.76,,,,,,,,15.76,Amanda
28-Jul,Irvine_Creek,AMP22_0771,River_Chub,Nocomis micropogon,7.4,,225.1,Amanda,2022-10-03,,20.49,,,,,,,,20.49,Amanda
28-Jul,Irvine_Creek,AMP22_0772,River_Chub,Nocomis micropogon,13.5,In bag,58.25,Amanda,2022-10-03,,34.4,,,,,,,,34.4,Amanda
28-Jul,Irvine_Creek,AMP22_0773,River_Chub,Nocomis micropogon,9.4,,121.4,Amanda,2022-10-03,,39.07,,,,,,,,39.07,Amanda
28-Jul,Irvine_Creek,AMP22_0774,River_Chub,Nocomis micropogon,9.6,,206,Amanda,2022-10-03,,23.41,,,,,,,,23.41,Amanda
28-Jul,Irvine_Creek,AMP22_0775,River_Chub,Nocomis micropogon,10.4,,88.85,Amanda,2022-10-03,,38.01,,,,,,,,38.01,Amanda
28-Jul,Irvine_Creek,AMP22_0776,River_Chub,Nocomis micropogon,9.2,,86.98,Amanda,2022-10-03,,53.37,,,,,,,,53.37,Amanda
28-Jul,Irvine_Creek,AMP22_0777,River_Chub,Nocomis micropogon,7.1,,132.7,Amanda,2022-10-03,,28.83,,,,,,,,28.83,Amanda
28-Jul,Irvine_Creek,AMP22_0778,Hornyhead_Chub,Nocomis biguttatus,6.7,,232,Amanda,2022-10-03,,39.81,,,,,,,,39.81,Amanda
28-Jul,Irvine_Creek,AMP22_0779,River_Chub,Nocomis micropogon,11.1,,118.1,Amanda,2022-10-03,,46.35,,,,,,,,46.35,Amanda
28-Jul,Irvine_Creek,AMP22_0780,Hornyhead_Chub,Nocomis biguttatus,6.1,,109.6,Amanda,2022-10-03,,28.01,,,,,,,,28.01,Amanda
28-Jul,Irvine_Creek,AMP22_0781,Hornyhead_Chub,Nocomis biguttatus,7.1,,55.82,Amanda,2022-10-03,,24.97,,,,,,,,24.97,Amanda
28-Jul,Irvine_Creek,AMP22_0782,Hornyhead_Chub,Nocomis biguttatus,6.4,,84.84,Amanda,2022-10-03,,11.98,,,,,,,,11.98,Amanda
28-Jul,Irvine_Creek,AMP22_0783,River_Chub,Nocomis micropogon,12.9,In bag,103.5,Amanda,2022-10-03,,34.24,,,,,,,,34.24,Amanda
28-Jul,Irvine_Creek,AMP22_0784,River_Chub,Nocomis micropogon,9.1,,61.49,Amanda,2022-10-03,,30.33,,,,,,,,30.33,Amanda
28-Jul,Irvine_Creek,AMP22_0785,River_Chub,Nocomis micropogon,9.5,,126.1,Amanda,2022-10-03,,27.32,,,,,,,,27.32,Amanda
28-Jul,Irvine_Creek,AMP22_0786,River_Chub,Nocomis micropogon,12.4,In bag - white nodules by caudal fin,,,,,,51.03,Amy,2022-12-06,,,,,51.03,Amy
28-Jul,Irvine_Creek,AMP22_0787,River_Chub,Nocomis micropogon,13.6,In bag,,,,,,125.8,Amy,2022-12-06,,,,,125.8,Amy
28-Jul,Irvine_Creek,AMP22_0788,Hornyhead_Chub,Nocomis biguttatus,5.4,,,,,,,46.22,Amy,2022-12-06,,,,,46.22,Amy
28-Jul,Irvine_Creek,AMP22_0789,Creek_Chub,Semotilus atromaculatus,8.3,,,,,,,42.52,Amy,2022-12-06,,,,,42.52,Amy
28-Jul,Irvine_Creek,AMP22_0790,River_Chub,Nocomis micropogon,11.7,,,,,,,112.2,Amy,2022-12-06,,,,,112.2,Amy
28-Jul,Irvine_Creek,AMP22_0791,River_Chub,Nocomis micropogon,12.6,In bag - heavily parasitized black kernel ,,,,,,131.6,Amy,2022-12-06,,,,,131.6,Amy
28-Jul,Irvine_Creek,AMP22_0792,Hornyhead_Chub,Nocomis biguttatus,5.8,,,,,,,93.74,Amy,2022-12-06,,,,,93.74,Amy
28-Jul,Irvine_Creek,AMP22_0793,River_Chub,Nocomis micropogon,9.9,,,,,,,98.13,Amy,2022-12-06,,,,,98.13,Amy
28-Jul,Irvine_Creek,AMP22_0794,River_Chub,Nocomis micropogon,10.7,,,,,,,103,Amy,2022-12-06,,,,,103,Amy
28-Jul,Irvine_Creek,AMP22_0795,Longnose_Dace,Rhinichthys cataractae,8.8,,,,,,,101.3,Amy,2022-12-06,,,,,101.3,Amy
28-Jul,Irvine_Creek,AMP22_0796,River_Chub,Nocomis micropogon,8.9,,,,,,,116.8,Amy,2022-12-06,,,,,116.8,Amy
28-Jul,Irvine_Creek,AMP22_0797,Western_Blacknose_Dace,Rhinichthys obtusus,6.2,,,,,,,57.31,Amy,2022-12-06,,,,,57.31,Amy
28-Jul,Irvine_Creek,AMP22_0798,Striped_Shiner,Luxilus chrysocephalus,8.3,,,,,,,10.27,Amy,2022-12-06,98.37,Amy,2022-12-12,,98.37,Amy
28-Jul,Irvine_Creek,AMP22_0799,Striped_Shiner,Luxilus chrysocephalus,7.9,,,,,,,28.99,Amy,2022-12-06,,,,,28.99,Amy
04-Aug,Swan_Creek,AMP22_0800,Creek_Chub,Semotilus atromaculatus,10.6,REFERENCE GENOME CREEK CHUB FLASH FROZEN,,,,,,85.84,Amy,2022-12-06,,,,,85.84,Amy
04-Aug,Swan_Creek,AMP22_0801,Hornyhead_Chub,Nocomis biguttatus,8.3,Mystery label found in 810 (none in 801) so changed label to 801,,,,,,43.33,Amy,2022-12-06,,,,,43.33,Amy
10-Aug,Meuser_Farm,AMP22_0802,Creek_Chub,Semotilus atromaculatus,12.4,,,,,,,123.1,Amy,2022-12-06,,,,,123.1,Amy
10-Aug,Meuser_Farm,AMP22_0803,Creek_Chub,Semotilus atromaculatus,13.7,,,,,,,100.6,Amy,2022-12-06,,,,,100.6,Amy
10-Aug,Meuser_Farm,AMP22_0804,Creek_Chub,Semotilus atromaculatus,8.8,,,,,,,37.25,Amy,2022-12-06,,,,,37.25,Amy
10-Aug,Meuser_Farm,AMP22_0805,Western_Blacknose_Dace,Rhinichthys obtusus,6.9,,,,,,,35.68,Amy,2022-12-06,,,,,35.68,Amy
06-Sep,Meuser_Farm,AMP22_0806,Western_Blacknose_Dace,Rhinichthys obtusus,5.1,Possible hybrid,,,,,,51.72,Amy,2022-12-06,,,,,51.72,Amy
06-Sep,Meuser_Farm,AMP22_0807,Creek_Chub,Semotilus atromaculatus,9.1,,,,,,,40.73,Amy,2022-12-06,,,,,40.73,Amy
06-Sep,Meuser_Farm,AMP22_0808,Creek_Chub,Semotilus atromaculatus,15.3,,,,,,,92.16,Amy,2022-12-06,,,,,92.16,Amy
06-Sep,Saugeen_River13,AMP22_0809,Common_Shiner,Luxilus cornutus,5.3,,,,,,,22.05,Amy,2022-12-06,,,,,22.05,Amy
06-Sep,Saugeen_River13,AMP22_0810,Common_Shiner,Luxilus cornutus,4.6,,14.62,Amanda,2022-10-20,,,72.79,Amy,2022-12-12,,,,,72.79,Amy
06-Sep,Saugeen_River13,AMP22_0811,Common_Shiner,Luxilus cornutus,5,,11.25,Amanda,2022-10-20,,,90.11,Amy,2022-12-12,,,,,90.11,Amy
06-Sep,Saugeen_River13,AMP22_0812,Common_Shiner,Luxilus cornutus,4.8,,83.32,Amanda,2022-10-20,,,,,,,,,,83.32,Amanda
06-Sep,Saugeen_River13,AMP22_0813,Common_Shiner,Luxilus cornutus,5,,19.57,Amanda,2022-10-20,,,,,,,,,,19.57,Amanda
06-Sep,Saugeen_River13,AMP22_0814,Common_Shiner,Luxilus cornutus,5.6,,10.78,Amanda,2022-10-20,,,64.58,Amy,2022-12-12,,,,,64.58,Amy
06-Sep,Saugeen_River13,AMP22_0815,Common_Shiner,Luxilus cornutus,5.8,,9.45,Amanda,2022-10-20,,,67.2,Amy,2022-12-12,,,,,67.2,Amy
06-Sep,Saugeen_River13,AMP22_0816,Common_Shiner,Luxilus cornutus,4.1,,12.94,Amanda,2022-10-20,,,,,,87.05,Amy,2023-02-02,,87.05,Amy
06-Sep,Saugeen_River13,AMP22_0817,Common_Shiner,Luxilus cornutus,5.1,,11.08,Amanda,2022-10-20,,,95.96,Amy,2022-12-12,,,,,95.96,Amy
06-Sep,Saugeen_River13,AMP22_0818,Common_Shiner,Luxilus cornutus,4.6,,19.57,Amanda,2022-10-20,,,,,,,,,,19.57,Amanda
06-Sep,Saugeen_River13,AMP22_0819,Common_Shiner,Luxilus cornutus,4.4,,14.83,Amanda,2022-10-20,,,72.89,Amy,2022-12-12,,,,,72.89,Amy
06-Sep,Saugeen_River13,AMP22_0820,Common_Shiner,Luxilus cornutus,4.5,,15.75,Amanda,2022-10-20,,,,,,81.06,Amy,2023-02-02,,81.06,Amy
06-Sep,Saugeen_River13,AMP22_0821,Common_Shiner,Luxilus cornutus,4.7,,14.44,Amanda,2022-10-20,,,,,,99.95,Amy,2023-02-02,,99.95,Amy
06-Sep,Saugeen_River13,AMP22_0822,Common_Shiner,Luxilus cornutus,3.9,,15.01,Amanda,2022-10-20,,,,,,117,Amy,2023-02-02,,117,Amy
06-Sep,Saugeen_River13,AMP22_0823,Common_Shiner,Luxilus cornutus,5.6,,10.48,Amanda,2022-10-20,,,,,,70.52,Amy,2023-02-02,,70.52,Amy
06-Sep,Saugeen_River13,AMP22_0824,Common_Shiner,Luxilus cornutus,5.8,,14.52,Amanda,2022-10-20,,,,,,139.8,Amy,2023-02-02,,139.8,Amy
06-Sep,Saugeen_River13,AMP22_0825,Common_Shiner,Luxilus cornutus,6.3,,14.02,Amanda,2022-10-20,,,,,,105.2,Amy,2023-02-02,,105.2,Amy
06-Sep,Saugeen_River13,AMP22_0826,Common_Shiner,Luxilus cornutus,4.1,,19.52,Amanda,2022-10-20,,,,,,,,,,19.52,Amanda
06-Sep,Saugeen_River13,AMP22_0827,Common_Shiner,Luxilus cornutus,8.4,,10.25,Amanda,2022-10-20,,,,,,105.1,Amy,2023-02-02,,105.1,Amy
06-Sep,Saugeen_River13,AMP22_0828,Common_Shiner,Luxilus cornutus,5,,13.52,Amanda,2022-10-20,,,,,,58.9,Amy,2023-02-02,,58.9,Amy
06-Sep,Saugeen_River13,AMP22_0829,Common_Shiner,Luxilus cornutus,9,,29.81,Amanda,2022-10-20,,,,,,,,,,29.81,Amanda
06-Sep,Saugeen_River13,AMP22_0830,Common_Shiner,Luxilus cornutus,8.7,,15.49,Amanda,2022-10-20,,,,,,93.74,Amy,2023-02-02,,93.74,Amy
06-Sep,Saugeen_River13,AMP22_0831,Common_Shiner,Luxilus cornutus,4,,20.24,Amanda,2022-10-20,,,,,,,,,,20.24,Amanda
06-Sep,Saugeen_River13,AMP22_0832,Common_Shiner,Luxilus cornutus,8.6,,17.06,Amanda,2022-10-20,,,,,,81.84,Amy,2023-02-02,,81.84,Amy
06-Sep,Saugeen_River13,AMP22_0833,Common_Shiner,Luxilus cornutus,4.4,,21.04,Amanda,2022-10-20,,,,,,,,,,21.04,Amanda
06-Sep,Saugeen_River13,AMP22_0834,Common_Shiner,Luxilus cornutus,9.5,Huge nodules ,15.43,Amanda,2022-10-20,,,,,,83.81,Amy,2023-02-02,,83.81,Amy
06-Sep,Saugeen_River13,AMP22_0835,Creek_Chub,Semotilus atromaculatus,7.6,,44.88,Amanda,2022-10-20,,,,,,,,,,44.88,Amanda
06-Sep,Saugeen_River13,AMP22_0836,Striped_Shiner,Luxilus chrysocephalus,6.5,,14.59,Amanda,2022-10-20,,,,,,49.52,Amy,2023-02-02,,49.52,Amy
06-Sep,Saugeen_River13,AMP22_0837,Creek_Chub,Semotilus atromaculatus,6.4,,31.6,Amanda,2022-10-20,,,,,,,,,,31.6,Amanda
06-Sep,Saugeen_River13,AMP22_0838,Creek_Chub,Semotilus atromaculatus,5.6,,24.35,Amanda,2022-10-20,,,,,,,,,,24.35,Amanda
06-Sep,Saugeen_River13,AMP22_0839,Creek_Chub,Semotilus atromaculatus,5.9,,24.19,Amanda,2022-10-20,,,,,,,,,,24.19,Amanda
06-Sep,Saugeen_River13,AMP22_0840,Striped_Shiner,Luxilus chrysocephalus,5.6,,19.07,Amanda,2022-10-20,,,,,,,,,,19.07,Amanda
06-Sep,Saugeen_River13,AMP22_0841,River_Chub,Nocomis micropogon,6.6,,46.61,Amanda,2022-10-20,awesome quality,,,,,,,,,46.61,Amanda
06-Sep,Saugeen_River13,AMP22_0842,Striped_Shiner,Luxilus chrysocephalus,9.1,Huge nodules ,16.41,Amanda,2022-10-20,,,,,,54.23,Amy,2023-02-02,,54.23,Amy
06-Sep,Saugeen_River13,AMP22_0843,Creek_Chub,Semotilus atromaculatus,7.3,,29.19,Amanda,2022-10-20,,,,,,,,,,29.19,Amanda
06-Sep,Saugeen_River13,AMP22_0844,River_Chub,Nocomis micropogon,6.4,,27.15,Amanda,2022-10-20,,,,,,,,,,27.15,Amanda
06-Sep,Saugeen_River13,AMP22_0845,Creek_Chub,Semotilus atromaculatus,7.4,,27,Amanda,2022-10-20,,,,,,,,,,27,Amanda
06-Sep,Saugeen_River13,AMP22_0846,Creek_Chub,Semotilus atromaculatus,6.2,,38.43,Amanda,2022-10-20,awesome quality,,,,,,,,,38.43,Amanda
06-Sep,Saugeen_River13,AMP22_0847,River_Chub,Nocomis micropogon,7.1,,49.95,Amanda,2022-10-20,awesome quality,,,,,,,,,49.95,Amanda
06-Sep,Saugeen_River13,AMP22_0848,Creek_Chub,Semotilus atromaculatus,6.8,black kernels ,27.38,Amanda,2022-10-20,,,,,,,,,,27.38,Amanda
06-Sep,Saugeen_River13,AMP22_0849,Creek_Chub,Semotilus atromaculatus,6,black kernels ,40.44,Amanda,2022-10-20,awesome quality,,,,,,,,,40.44,Amanda
06-Sep,Saugeen_River13,AMP22_0850,Creek_Chub,Semotilus atromaculatus,6.4,black kernels ,21.94,Amanda,2022-10-20,,,,,,,,,,21.94,Amanda
06-Sep,Saugeen_River13,AMP22_0851,Central_Stoneroller,Campostoma anomalum,6.9,,43.1,Amanda,2022-10-20,,,,,,,,,,43.1,Amanda
06-Sep,Saugeen_River13,AMP22_0852,Creek_Chub,Semotilus atromaculatus,8.1,,46.79,Amanda,2022-10-20,awesome quality,,,,,,,,,46.79,Amanda
06-Sep,Saugeen_River13,AMP22_0853,River_Chub,Nocomis micropogon,6.7,,52.71,Amanda,2022-10-20,awesome quality,,,,,,,,,52.71,Amanda
06-Sep,Saugeen_River13,AMP22_0854,Creek_Chub,Semotilus atromaculatus,6.9,,34.75,Amanda,2022-10-20,awesome quality,,,,,,,,,34.75,Amanda
06-Sep,Saugeen_River13,AMP22_0855,River_Chub,Nocomis micropogon,7,,62.05,Amanda,2022-10-20,awesome quality,,,,,,,,,62.05,Amanda
06-Sep,Saugeen_River13,AMP22_0856,Creek_Chub,Semotilus atromaculatus,7.1,,32.33,Amanda,2022-10-20,awesome quality,,,,,,,,,32.33,Amanda
06-Sep,Saugeen_River13,AMP22_0857,Hornyhead_Chub,Nocomis biguttatus,6.2,,29.54,Amanda,2022-10-20,,,,,,,,,,29.54,Amanda
06-Sep,Saugeen_River13,AMP22_0858,Creek_Chub,Semotilus atromaculatus,6.8,,31.47,Amy,2022-10-21,,,,,,,,,,31.47,Amy
06-Sep,Saugeen_River13,AMP22_0859,Hornyhead_Chub,Nocomis biguttatus,5.1,black kernels ,24.79,Amy,2022-10-21,,,,,,,,,,24.79,Amy
06-Sep,Saugeen_River13,AMP22_0860,Creek_Chub,Semotilus atromaculatus,7.4,black kernels ,34.07,Amy,2022-10-21,,,,,,,,,,34.07,Amy
06-Sep,Saugeen_River13,AMP22_0861,Longnose_Dace,Rhinichthys cataractae,6.3,black kernels ,44.41,Amy,2022-10-21,,,,,,,,,,44.41,Amy
06-Sep,Saugeen_River13,AMP22_0862,Creek_Chub,Semotilus atromaculatus,6.6,black kernels ,40.55,Amy,2022-10-21,,,,,,,,,,40.55,Amy
06-Sep,Saugeen_River13,AMP22_0863,River_Chub,Nocomis micropogon,6.8,black kernels ,37.02,Amy,2022-10-21,,,,,,,,,,37.02,Amy
06-Sep,Saugeen_River13,AMP22_0864,Central_Stoneroller,Campostoma anomalum,6.1,black kernels ,18.24,Amy,2022-10-21,,,,,,,,,,18.24,Amy
06-Sep,Saugeen_River13,AMP22_0865,Creek_Chub,Semotilus atromaculatus,10.4,black kernels ,30.2,Amy,2022-10-21,,,,,,,,,,30.2,Amy
06-Sep,Saugeen_River13,AMP22_0866,Striped_Shiner,Luxilus chrysocephalus,4.3,,11.79,Amy,2022-10-21,,,,,,51.11,Amy,2022-12-12,,51.11,Amy
06-Sep,Saugeen_River13,AMP22_0867,Hornyhead_Chub,Nocomis biguttatus,7.8,black kernels ,22.66,Amy,2022-10-21,,,,,,,,,,22.66,Amy
06-Sep,Saugeen_River13,AMP22_0868,Creek_Chub,Semotilus atromaculatus,8.5,black kernels ,41.57,Amy,2022-10-21,,,,,,,,,,41.57,Amy
06-Sep,Meuser_Farm,AMP22_0869,Creek_Chub,Semotilus atromaculatus,6.6,,26.64,Amy,2022-10-21,,,,,,,,,,26.64,Amy
06-Sep,Meuser_Farm,AMP22_0870,Western_Blacknose_Dace,Rhinichthys obtusus,6,,28.81,Amy,2022-10-21,,,,,,,,,,28.81,Amy
06-Sep,Meuser_Farm,AMP22_0871,Western_Blacknose_Dace,Rhinichthys obtusus,7.8,Pustles/nodules,39.06,Amy,2022-10-21,,,,,,,,,,39.06,Amy
06-Sep,Meuser_Farm,AMP22_0872,Creek_Chub,Semotilus atromaculatus,11.7,Probable male (tubercle scars),20.01,Amy,2022-10-21,,,,,,151.9,Amy,2022-12-12,,151.9,Amy
06-Sep,Meuser_Farm,AMP22_0873,Creek_Chub,Semotilus atromaculatus,11.3,Pustles/nodules,62.59,Amy,2022-10-21,,,,,,,,,,62.59,Amy
06-Sep,Meuser_Farm,AMP22_0874,Creek_Chub,Semotilus atromaculatus,11.7,Probable male (tubercle scars),,Amy,2022-10-21,Got mixed up,,,,,118.9,Amy,2022-12-12,,118.9,Amy
06-Sep,Meuser_Farm,AMP22_0875,Creek_Chub,Semotilus atromaculatus,12,Probable male (tubercle scars) - black kernels,,Amy,2022-10-21,Got mixed up,,,,,175.8,Amy,2022-12-12,,175.8,Amy
16-Sep,Eramosa_River,AMP22_0876,River_Chub,Nocomis micropogon,9.6,black kernels ,74.55,Amy,2022-10-21,,,,,,,,,,74.55,Amy
16-Sep,Eramosa_River,AMP22_0877,Creek_Chub,Semotilus atromaculatus,10.6,black kernels ,37.06,Amy,2022-10-21,,,,,,,,,,37.06,Amy
16-Sep,Eramosa_River,AMP22_0878,River_Chub,Nocomis micropogon,7.5,black kernels ,46.83,Amy,2022-10-21,,,,,,,,,,46.83,Amy
16-Sep,Eramosa_River,AMP22_0879,River_Chub,Nocomis micropogon,8.4,black kernels ,45.23,Amy,2022-10-21,,,,,,,,,,45.23,Amy
16-Sep,Eramosa_River,AMP22_0880,River_Chub,Nocomis micropogon,9.6,black kernels ,19.83,Amy,2022-10-21,,,,,,,,,,19.83,Amy
16-Sep,Eramosa_River,AMP22_0881,Creek_Chub,Semotilus atromaculatus,13.4,black kernels ,12.16,Amy,2022-10-21,,,,,,160.9,Amy,2022-12-12,,160.9,Amy
16-Sep,Eramosa_River,AMP22_0882,Creek_Chub,Semotilus atromaculatus,10.5,black kernels ,60.03,Amy,2022-10-21,,,,,,,,,,60.03,Amy
16-Sep,Eramosa_River,AMP22_0883,Creek_Chub,Semotilus atromaculatus,13,black kernels ,37.2,Amy,2022-10-21,,,,,,,,,,37.2,Amy
16-Sep,Eramosa_River,AMP22_0884,Creek_Chub,Semotilus atromaculatus,10.4,black kernels ,47.62,Amy,2022-10-21,,,,,,,,,,47.62,Amy
16-Sep,Eramosa_River,AMP22_0885,River_Chub,Nocomis micropogon,10.5,black kernels ,53.93,Amy,2022-10-21,,,,,,,,,,53.93,Amy
16-Sep,Eramosa_River,AMP22_0886,River_Chub,Nocomis micropogon,9.5,black kernels ,36.74,Amy,2022-10-21,,,,,,,,,,36.74,Amy
16-Sep,Eramosa_River,AMP22_0887,River_Chub,Nocomis micropogon,8.3,black kernels ,29.75,Amy,2022-10-21,,,,,,138.3,Amy,2022-12-12,,138.3,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0888,Creek_Chub,Semotilus atromaculatus,6.7,,44.39,Amy,2022-10-21,,,,,,,,,,44.39,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0889,Creek_Chub,Semotilus atromaculatus,9.5,black kernels ,22.06,Amy,2022-10-21,,,,,,,,,,22.06,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0890,Creek_Chub,Semotilus atromaculatus,7.1,black kernels ,40.21,Amy,2022-10-21,,,,,,,,,,40.21,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0891,Creek_Chub,Semotilus atromaculatus,11.8,,68.21,Amy,2022-10-21,,,,,,,,,,68.21,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0892,Creek_Chub,Semotilus atromaculatus,6.8,,33.47,Amy,2022-10-21,,,,,,79.63,Amy,2022-12-12,,79.63,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0893,Creek_Chub,Semotilus atromaculatus,11.2,,61.58,Amy,2022-10-21,,,,,,,,,,61.58,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0894,Creek_Chub,Semotilus atromaculatus,6.9,,35.15,Amy,2022-10-21,,,,,,,,,,35.15,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0895,Creek_Chub,Semotilus atromaculatus,10.7,,29.29,Amy,2022-10-21,,,,,,,,,,29.29,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0896,Creek_Chub,Semotilus atromaculatus,7.2,,54.58,Amy,2022-10-21,,,,,,,,,,54.58,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0897,Creek_Chub,Semotilus atromaculatus,11.5,,39.6,Amy,2022-10-21,,,,,,,,,,39.6,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0898,Creek_Chub,Semotilus atromaculatus,6.7,,31.13,Amy,2022-10-21,,,,,,,,,,31.13,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0899,Creek_Chub,Semotilus atromaculatus,11.5,black kernels ,45.43,Amy,2022-10-21,,,,,,,,,,45.43,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0900,Creek_Chub,Semotilus atromaculatus,6.9,,36.71,Amy,2022-10-21,,,,,,,,,,36.71,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0901,Creek_Chub,Semotilus atromaculatus,10.1,,89.48,Amy,2022-10-27,,,,,,,,,,89.48,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0902,Creek_Chub,Semotilus atromaculatus,7.3,,81.76,Amy,2022-10-27,,,,,,,,,,81.76,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0903,Creek_Chub,Semotilus atromaculatus,10,,57.39,Amy,2022-10-27,,,,,,,,,,57.39,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0904,Creek_Chub,Semotilus atromaculatus,7.8,,48.23,Amy,2022-10-27,,,,,,,,,,48.23,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0905,Creek_Chub,Semotilus atromaculatus,12.1,black kernels ,64.13,Amy,2022-10-27,,,,,,,,,,64.13,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0906,Creek_Chub,Semotilus atromaculatus,6.8,black kernels ,48.51,Amy,2022-10-27,,,,,,,,,,48.51,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0907,Creek_Chub,Semotilus atromaculatus,13.7,black kernels ,70.28,Amy,2022-10-27,,,,,,,,,,70.28,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0908,Creek_Chub,Semotilus atromaculatus,6.3,,67.52,Amy,2022-10-27,,,,,,,,,,67.52,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0909,Creek_Chub,Semotilus atromaculatus,15.5,black kernels ,69.56,Amy,2022-10-27,,,,,,,,,,69.56,Amy
22-Sep,Laurel_Creek_Conservation,AMP22_0910,Creek_Chub,Semotilus atromaculatus,8.4,black kernels ,42.12,Amy,2022-10-27,,,,,,,,,,42.12,Amy
,,AMP22_0911,,,,,,,,,,,,,,,,,,
,,AMP22_0912,,,,,,,,,,,,,,,,,,
,,AMP22_0913,,,,,22.33,Amy,2022-10-27,,,,,,,,,,22.33,Amy
,,AMP22_0914,,,,,16.28,Amy,2022-10-27,,,,,,,,,,16.28,Amy
,,AMP22_0916,,,,,19.32,Amy,2022-10-27,,,,,,,,,,19.32,Amy
,,AMP22_0917,,,,,16.87,Amy,2022-10-27,,,,,,,,,,16.87,Amy
,,AMP22_0918,,,,,88.68,Amy,2022-10-27,,,,,,,,,,88.68,Amy
,,AMP22_0919,,,,,77.13,Amy,2022-10-27,,,,,,,,,,77.13,Amy
,,AMP22_0920,,,,,70.26,Amy,2022-10-27,,,,,,,,,,70.26,Amy
,,AMP22_0921,,,,,54.93,Amy,2022-10-27,,,,,,,,,,54.93,Amy
,,AMP19_0001,,,,,162.9,Amy,2023-02-02,,,,,,,,,,162.9,Amy
,,AMP19_0002,,,,,251.7,Amy,2023-02-02,,,,,,,,,,251.7,Amy
,,AMP19_0003,,,,,189.2,Amy,2023-02-02,,,,,,,,,,189.2,Amy
,,AMP19_0004,,,,,172.1,Amy,2023-02-02,,,,,,,,,,172.1,Amy
,,AMP19_0005,,,,,119.5,Amy,2023-02-02,,,,,,,,,,119.5,Amy
,,AMP19_0006,,,,,192.5,Amy,2023-02-02,,,,,,,,,,192.5,Amy
,,AMP19_0007,,,,,245,Amy,2023-02-02,,,,,,,,,,245,Amy
,,AMP19_0008,,,,,311.9,Amy,2023-02-02,,,,,,,,,,311.9,Amy
,,AMP19_0009,,,,,346.3,Amy,2023-02-02,,,,,,,,,,346.3,Amy
,,AMP19_0010,,,,,82.61,Amy,2023-02-02,,,,,,,,,,82.61,Amy
,,AMP19_0011,,,,,46.84,Amy,2023-02-09,,,,,,,,,,46.84,Amy
,,AMP19_0012,,,,,93.44,Amy,2023-02-09,,,,,,,,,,93.44,Amy
,,AMP19_0013,,,,,79.67,Amy,2023-02-09,,,,,,,,,,79.67,Amy
,,AMP19_0014,,,,,41.66,Amy,2023-02-09,,,,,,,,,,41.66,Amy
,,AMP19_0015,,,,,47.83,Amy,2023-02-09,,,,,,,,,,47.83,Amy
,,AMP19_0016,,,,,91.94,Amy,2023-02-09,,,,,,,,,,91.94,Amy
,,AMP19_0017,,,,,109.7,Amy,2023-02-09,,,,,,,,,,109.7,Amy
,,AMP19_0018,,,,,8.58,Amy,2023-02-09,,,,,,,,,,8.58,Amy
,,AMP19_0019,,,,,125.7,Amy,2023-02-09,,,,,,,,,,125.7,Amy
,,AMP19_0020,,,,,21.05,Amy,2023-02-09,,,,,,,,,,21.05,Amy
,,AMP19_0021,,,,,44.19,Amy,2023-02-09,,,,,,,,,,44.19,Amy
,,AMP19_0022,,,,,93.43,Amy,2023-02-09,,,,,,,,,,93.43,Amy
,,AMP19_0023,,,,,59.05,Amy,2023-02-09,,,,,,,,,,59.05,Amy
,,AMP19_0024,,,,,162.3,Amy,2023-02-09,,,,,,,,,,162.3,Amy
,,EGM19_0740,,,,,63.57,Amy,2023-02-09,,,,,,,,,,63.57,Amy
